Store,Dept,Date,Weekly_Pred
12.0,40.0,2011-03-25,55768.55999999512
12.0,40.0,2011-04-01,50420.99999999553
12.0,40.0,2011-04-08,50949.90999999382
12.0,40.0,2011-04-15,47943.859999994005
12.0,40.0,2011-04-22,51651.61999999378
12.0,40.0,2011-04-29,50401.97999999505
12.0,41.0,2011-03-04,718.6450000005125
12.0,41.0,2011-03-11,719.2550000002657
12.0,41.0,2011-03-18,573.0150000005078
12.0,41.0,2011-03-25,505.7850000004101
12.0,41.0,2011-04-01,766.9850000003635
12.0,41.0,2011-04-08,1095.015000000275
12.0,41.0,2011-04-15,1066.015000000275
12.0,41.0,2011-04-22,1338.015000000275
12.0,41.0,2011-04-29,1613.345000000466
12.0,42.0,2011-03-04,6409.2625000001
12.0,42.0,2011-03-11,6168.882499999513
12.0,42.0,2011-03-18,6136.7625000001
12.0,42.0,2011-03-25,6396.292499999895
12.0,42.0,2011-04-01,5729.892499999988
12.0,42.0,2011-04-08,5992.462499999588
12.0,42.0,2011-04-15,5694.082499999699
12.0,42.0,2011-04-22,5900.062499999681
12.0,42.0,2011-04-29,5646.792500000128
12.0,44.0,2011-03-04,6643.707499997964
12.0,44.0,2011-03-11,6021.017499997845
12.0,44.0,2011-03-18,5692.03749999798
12.0,44.0,2011-03-25,5966.077499997901
12.0,44.0,2011-04-01,5683.87749999789
12.0,44.0,2011-04-08,6560.89749999785
12.0,44.0,2011-04-15,5360.687499997829
12.0,44.0,2011-04-22,5960.737499997817
12.0,44.0,2011-04-29,6189.327499997901
12.0,45.0,2011-03-11,61.40999999999997
12.0,45.0,2011-03-25,17.47000000000004
12.0,45.0,2011-04-01,24.44000000000001
12.0,45.0,2011-04-15,12.920000000000012
12.0,45.0,2011-04-22,11.499999999999991
12.0,45.0,2011-04-29,10.470000000000038
12.0,46.0,2011-03-04,31610.48249999711
12.0,46.0,2011-03-11,29791.03249999506
12.0,46.0,2011-03-18,30540.002499996663
12.0,46.0,2011-03-25,30701.092499996514
12.0,46.0,2011-04-01,30451.20249999685
12.0,46.0,2011-04-08,32117.732499995247
12.0,46.0,2011-04-15,31158.772499995284
12.0,46.0,2011-04-22,31704.982499995247
12.0,46.0,2011-04-29,31633.422499996588
12.0,47.0,2011-03-18,25.00000000000015
12.0,47.0,2011-04-01,25.00000000000015
12.0,49.0,2011-03-11,14.999999999999995
12.0,49.0,2011-04-01,14.999999999999995
12.0,49.0,2011-04-29,14.999999999999995
12.0,51.0,2011-04-29,-6.9999999999999964
12.0,52.0,2011-03-04,4276.312499999327
12.0,52.0,2011-03-11,4817.272499999377
12.0,52.0,2011-03-18,4173.542499999308
12.0,52.0,2011-03-25,4185.002499999329
12.0,52.0,2011-04-01,4462.162499999333
12.0,52.0,2011-04-08,4744.832499999375
12.0,52.0,2011-04-15,4325.092499999384
12.0,52.0,2011-04-22,4807.052499999405
12.0,52.0,2011-04-29,4264.712499999321
12.0,54.0,2011-03-04,-84.17500000044231
12.0,54.0,2011-03-11,-113.17500000020948
12.0,54.0,2011-03-18,70.82499999955769
12.0,54.0,2011-03-25,115.82499999955769
12.0,54.0,2011-04-01,191.8249999996741
12.0,54.0,2011-04-08,-11.17500000020948
12.0,54.0,2011-04-15,-66.17500000020948
12.0,54.0,2011-04-22,-6.175000000209479
12.0,54.0,2011-04-29,-113.17500000044231
12.0,55.0,2011-03-04,14981.162499988946
12.0,55.0,2011-03-11,16138.16249999174
12.0,55.0,2011-03-18,13906.702499988052
12.0,55.0,2011-03-25,12387.102499989356
12.0,55.0,2011-04-01,12260.362499989133
12.0,55.0,2011-04-08,12967.042499991629
12.0,55.0,2011-04-15,9394.862499990995
12.0,55.0,2011-04-22,10006.502499991591
12.0,55.0,2011-04-29,9489.022499989282
12.0,56.0,2011-03-04,1483.1125000001664
12.0,56.0,2011-03-11,1079.6125000002246
12.0,56.0,2011-03-18,1636.3925000001652
12.0,56.0,2011-03-25,2076.1825000001736
12.0,56.0,2011-04-01,2202.332500000197
12.0,56.0,2011-04-08,2372.9925000002295
12.0,56.0,2011-04-15,3302.542500000218
12.0,56.0,2011-04-22,2552.6325000002435
12.0,56.0,2011-04-29,2476.2825000001794
12.0,58.0,2011-03-04,1788.75
12.0,58.0,2011-03-11,478.75
12.0,58.0,2011-03-18,1908.75
12.0,58.0,2011-03-25,883.75
12.0,58.0,2011-04-01,1725.7500000004657
12.0,58.0,2011-04-15,1742.7500000004657
12.0,58.0,2011-04-22,2343.75
12.0,58.0,2011-04-29,-404.24999999953434
12.0,59.0,2011-03-04,499.71999999176137
12.0,59.0,2011-03-11,542.8999999923947
12.0,59.0,2011-03-18,191.67999999172412
12.0,59.0,2011-03-25,316.9799999917707
12.0,59.0,2011-04-01,262.9799999920035
12.0,59.0,2011-04-08,201.72999999246917
12.0,59.0,2011-04-15,254.86999999236673
12.0,59.0,2011-04-22,140.45999999245055
12.0,59.0,2011-04-29,153.34999999188244
12.0,60.0,2011-03-04,501.59999999974525
12.0,60.0,2011-03-11,439.9999999997831
12.0,60.0,2011-03-18,404.79999999974234
12.0,60.0,2011-03-25,351.999999999754
12.0,60.0,2011-04-01,448.7999999997569
12.0,60.0,2011-04-08,457.59999999977435
12.0,60.0,2011-04-15,378.39999999977726
12.0,60.0,2011-04-22,387.1999999997802
12.0,60.0,2011-04-29,448.7999999997569
12.0,67.0,2011-03-04,4622.042500002881
12.0,67.0,2011-03-11,4738.022500003066
12.0,67.0,2011-03-18,4966.142500002858
12.0,67.0,2011-03-25,4822.322500002894
12.0,67.0,2011-04-01,5226.212500002923
12.0,67.0,2011-04-08,6010.44250000305
12.0,67.0,2011-04-15,5167.632500003037
12.0,67.0,2011-04-22,5053.762500003071
12.0,67.0,2011-04-29,6007.19250000289
12.0,71.0,2011-03-04,8243.264999999483
12.0,71.0,2011-03-11,10587.284999999443
12.0,71.0,2011-03-18,8563.444999999476
12.0,71.0,2011-03-25,7064.934999999437
12.0,71.0,2011-04-01,7630.634999999449
12.0,71.0,2011-04-08,6821.244999999435
12.0,71.0,2011-04-15,6633.284999999443
12.0,71.0,2011-04-22,6347.4049999994095
12.0,71.0,2011-04-29,6751.984999999455
12.0,72.0,2011-03-04,71790.85499995535
12.0,72.0,2011-03-11,63819.09499996116
12.0,72.0,2011-03-18,55520.6949999552
12.0,72.0,2011-03-25,47521.41499995587
12.0,72.0,2011-04-01,46218.60499995721
12.0,72.0,2011-04-08,54436.82499996161
12.0,72.0,2011-04-15,58776.57499995975
12.0,72.0,2011-04-22,46136.44499996079
12.0,72.0,2011-04-29,49382.224999956394
12.0,74.0,2011-03-04,23331.594999990863
12.0,74.0,2011-03-11,20125.554999991757
12.0,74.0,2011-03-18,18258.80499999036
12.0,74.0,2011-03-25,18463.714999990974
12.0,74.0,2011-04-01,17019.354999991105
12.0,74.0,2011-04-08,16899.52499999196
12.0,74.0,2011-04-15,18160.17499999187
12.0,74.0,2011-04-22,15726.27499999196
12.0,74.0,2011-04-29,17167.234999990527
12.0,79.0,2011-03-04,49188.62499999743
12.0,79.0,2011-03-11,44196.27499999967
12.0,79.0,2011-03-18,40607.454999996575
12.0,79.0,2011-03-25,41046.07499999762
12.0,79.0,2011-04-01,43233.51499999803
12.0,79.0,2011-04-08,44951.67499999911
12.0,79.0,2011-04-15,40616.714999999145
12.0,79.0,2011-04-22,42252.91500000026
12.0,79.0,2011-04-29,41765.04499999736
12.0,80.0,2011-03-04,9.919999999996639
12.0,80.0,2011-03-11,15.899999999996203
12.0,80.0,2011-03-18,18.879999999995768
12.0,80.0,2011-03-25,15.879999999995766
12.0,80.0,2011-04-01,0.9399999999952566
12.0,80.0,2011-04-08,3.919999999996639
12.0,80.0,2011-04-15,3.919999999996639
12.0,80.0,2011-04-22,55.73999999999635
12.0,80.0,2011-04-29,47.759999999996786
12.0,81.0,2011-03-04,7795.877500000564
12.0,81.0,2011-03-11,7114.197499999698
12.0,81.0,2011-03-18,6833.117500000555
12.0,81.0,2011-03-25,6672.987500000434
12.0,81.0,2011-04-01,6999.087500000294
12.0,81.0,2011-04-08,7030.307499999568
12.0,81.0,2011-04-15,6789.377499999633
12.0,81.0,2011-04-22,7263.567499999577
12.0,81.0,2011-04-29,7564.307500000499
12.0,82.0,2011-03-04,16258.764999997153
12.0,82.0,2011-03-11,15957.324999995812
12.0,82.0,2011-03-18,15623.404999997283
12.0,82.0,2011-03-25,14324.874999997022
12.0,82.0,2011-04-01,14556.744999996668
12.0,82.0,2011-04-08,15901.34499999583
12.0,82.0,2011-04-15,14069.50499999598
12.0,82.0,2011-04-22,15197.404999995886
12.0,82.0,2011-04-29,13263.124999997022
12.0,83.0,2011-03-04,331.3624999998614
12.0,83.0,2011-03-11,182.36249999985412
12.0,83.0,2011-03-18,244.88249999986547
12.0,83.0,2011-03-25,189.9224999998627
12.0,83.0,2011-04-01,314.94249999985954
12.0,83.0,2011-04-08,202.50249999985354
12.0,83.0,2011-04-15,196.4624999998563
12.0,83.0,2011-04-22,167.902499999855
12.0,83.0,2011-04-29,157.08249999986256
12.0,85.0,2011-03-04,2492.009999998877
12.0,85.0,2011-03-11,2142.3199999991657
12.0,85.0,2011-03-18,1867.1699999989096
12.0,85.0,2011-03-25,2054.1699999989096
12.0,85.0,2011-04-01,2039.1199999989794
12.0,85.0,2011-04-08,1715.4799999991983
12.0,85.0,2011-04-15,1473.4299999991517
12.0,85.0,2011-04-22,1771.5999999991936
12.0,85.0,2011-04-29,1450.4599999989468
12.0,87.0,2011-03-04,11416.38999999273
12.0,87.0,2011-03-11,10028.469999993737
12.0,87.0,2011-03-18,11332.519999992619
12.0,87.0,2011-03-25,7161.439999993009
12.0,87.0,2011-04-01,8873.009999993308
12.0,87.0,2011-04-08,10637.779999993792
12.0,87.0,2011-04-15,7385.669999993922
12.0,87.0,2011-04-22,9036.59999999409
12.0,87.0,2011-04-29,9169.929999992768
12.0,90.0,2011-03-04,10946.789999995852
12.0,90.0,2011-03-11,10526.50999999466
12.0,90.0,2011-03-18,10259.339999996131
12.0,90.0,2011-03-25,10228.949999995535
12.0,90.0,2011-04-01,10920.86999999546
12.0,90.0,2011-04-08,10404.939999994827
12.0,90.0,2011-04-15,10681.349999994976
12.0,90.0,2011-04-22,10702.139999994548
12.0,90.0,2011-04-29,11066.329999995889
12.0,91.0,2011-03-04,6571.669999999028
12.0,91.0,2011-03-11,5301.229999999433
12.0,91.0,2011-03-18,5535.279999999014
12.0,91.0,2011-03-25,5863.33999999907
12.0,91.0,2011-04-01,6346.189999999163
12.0,91.0,2011-04-08,5635.309999999391
12.0,91.0,2011-04-15,6143.839999999419
12.0,91.0,2011-04-22,6104.869999999447
12.0,91.0,2011-04-29,6490.359999999088
12.0,92.0,2011-03-04,29205.082500003853
12.0,92.0,2011-03-11,25473.272500000538
12.0,92.0,2011-03-18,24289.052500003592
12.0,92.0,2011-03-25,23947.27250000333
12.0,92.0,2011-04-01,24603.90250000229
12.0,92.0,2011-04-08,26563.86250000039
12.0,92.0,2011-04-15,25011.292500001022
12.0,92.0,2011-04-22,24884.552499999867
12.0,92.0,2011-04-29,24970.422500003704
12.0,93.0,2011-03-04,515.0299999995798
12.0,93.0,2011-03-11,397.21999999962577
12.0,93.0,2011-03-18,335.1699999995792
12.0,93.0,2011-03-25,378.9799999995914
12.0,93.0,2011-04-01,313.57999999959725
12.0,93.0,2011-04-08,399.77999999962344
12.0,93.0,2011-04-15,284.2899999996182
12.0,93.0,2011-04-22,307.61999999961995
12.0,93.0,2011-04-29,384.19999999957804
12.0,94.0,2011-03-04,1167.1900000022724
12.0,94.0,2011-03-11,1092.8400000021793
12.0,94.0,2011-03-18,1088.9100000020117
12.0,94.0,2011-04-15,1095.6800000020303
12.0,95.0,2011-03-04,41693.63250000675
12.0,95.0,2011-03-11,39272.08250000228
12.0,95.0,2011-03-18,44107.42250000586
12.0,95.0,2011-03-25,45371.04250000504
12.0,95.0,2011-04-01,48842.38250000489
12.0,95.0,2011-04-08,46559.102500001834
12.0,95.0,2011-04-15,54712.042500003176
12.0,95.0,2011-04-22,58069.47250000288
12.0,95.0,2011-04-29,55194.28250000526
12.0,97.0,2011-03-04,2417.8224999990884
12.0,97.0,2011-03-11,1994.632499999095
12.0,97.0,2011-03-18,2342.702499999087
12.0,97.0,2011-03-25,2303.442499999085
12.0,97.0,2011-04-01,2384.8024999990894
12.0,97.0,2011-04-08,2368.3324999990928
12.0,97.0,2011-04-15,2014.4424999990936
12.0,97.0,2011-04-22,2408.142499999093
12.0,97.0,2011-04-29,2426.4624999990847
12.0,98.0,2011-03-04,503.0774999990633
12.0,98.0,2011-03-11,428.4274999995057
12.0,98.0,2011-03-18,404.1174999991006
12.0,98.0,2011-03-25,376.73749999921233
12.0,98.0,2011-04-01,347.2974999991518
12.0,98.0,2011-04-08,404.37749999945913
12.0,98.0,2011-04-15,297.5374999993753
12.0,98.0,2011-04-22,438.1174999994498
12.0,98.0,2011-04-29,314.09749999908195
13.0,1.0,2011-03-04,36820.01500000015
13.0,1.0,2011-03-11,44024.41499999959
13.0,1.0,2011-03-18,52026.07499999974
13.0,1.0,2011-03-25,62491.02499999993
13.0,1.0,2011-04-01,142185.8449999993
13.0,1.0,2011-04-08,72489.08499999953
13.0,1.0,2011-04-15,28437.744999999668
13.0,1.0,2011-04-22,29749.434999999146
13.0,1.0,2011-04-29,30284.074999999742
13.0,2.0,2011-03-04,79497.66249996625
13.0,2.0,2011-03-11,74923.28249996496
13.0,2.0,2011-03-18,74351.99249996632
13.0,2.0,2011-03-25,72207.02249996611
13.0,2.0,2011-04-01,76952.61249996597
13.0,2.0,2011-04-08,74128.9024999646
13.0,2.0,2011-04-15,75241.11249996503
13.0,2.0,2011-04-22,76642.51249996448
13.0,2.0,2011-04-29,74497.0024999661
13.0,3.0,2011-03-04,18283.642500000213
13.0,3.0,2011-03-11,18304.392500000562
13.0,3.0,2011-03-18,17965.96250000016
13.0,3.0,2011-03-25,17984.332500000157
13.0,3.0,2011-04-01,17699.212500000278
13.0,3.0,2011-04-08,16938.312500000604
13.0,3.0,2011-04-15,15645.98250000053
13.0,3.0,2011-04-22,16066.292500000585
13.0,3.0,2011-04-29,15564.322500000264
13.0,4.0,2011-03-04,42328.64249997029
13.0,4.0,2011-03-11,38340.51249996947
13.0,4.0,2011-03-18,37357.09249997047
13.0,4.0,2011-03-25,37157.55249996997
13.0,4.0,2011-04-01,41073.1224999698
13.0,4.0,2011-04-08,38463.07249996952
13.0,4.0,2011-04-15,38529.272499969244
13.0,4.0,2011-04-22,40533.42249996915
13.0,4.0,2011-04-29,39138.68249996986
13.0,5.0,2011-03-04,53840.90999996946
13.0,5.0,2011-03-11,53166.15999996853
13.0,5.0,2011-03-18,65705.64999996968
13.0,5.0,2011-03-25,122320.88999996944
13.0,5.0,2011-04-01,105570.46999996905
13.0,5.0,2011-04-08,72175.68999996832
13.0,5.0,2011-04-15,38860.809999968435
13.0,5.0,2011-04-22,81482.42999996808
13.0,5.0,2011-04-29,63153.809999969366
13.0,6.0,2011-03-04,6633.414999990116
13.0,6.0,2011-03-11,5024.324999992127
13.0,6.0,2011-03-18,8537.044999990005
13.0,6.0,2011-03-25,6038.094999990749
13.0,6.0,2011-04-01,6954.634999990786
13.0,6.0,2011-04-08,5385.7949999918665
13.0,6.0,2011-04-15,3946.7049999920155
13.0,6.0,2011-04-22,7337.154999992202
13.0,6.0,2011-04-29,6003.584999990041
13.0,7.0,2011-03-04,40249.867499924236
13.0,7.0,2011-03-11,37784.2674999274
13.0,7.0,2011-03-18,42270.46749992386
13.0,7.0,2011-03-25,51480.37749992494
13.0,7.0,2011-04-01,76608.36749992517
13.0,7.0,2011-04-08,58956.817499927216
13.0,7.0,2011-04-15,44278.17749992755
13.0,7.0,2011-04-22,48094.71749992759
13.0,7.0,2011-04-29,38772.17749992476
13.0,8.0,2011-03-04,38371.754999984194
13.0,8.0,2011-03-11,36226.14499998444
13.0,8.0,2011-03-18,35379.284999984106
13.0,8.0,2011-03-25,35555.38499998408
13.0,8.0,2011-04-01,40522.20499998415
13.0,8.0,2011-04-08,35759.95499998438
13.0,8.0,2011-04-15,34451.404999984334
13.0,8.0,2011-04-22,34704.40499998445
13.0,8.0,2011-04-29,34884.16499998411
13.0,9.0,2011-03-04,23090.862499988027
13.0,9.0,2011-03-11,24109.55249999123
13.0,9.0,2011-03-18,23800.00249998676
13.0,9.0,2011-03-25,26596.06249998728
13.0,9.0,2011-04-01,36721.82249998892
13.0,9.0,2011-04-08,31566.892499992944
13.0,9.0,2011-04-15,30356.30249999123
13.0,9.0,2011-04-22,35677.572499992646
13.0,9.0,2011-04-29,30335.92249998855
13.0,10.0,2011-03-04,25464.907499997178
13.0,10.0,2011-03-11,23842.557499997434
13.0,10.0,2011-03-18,23019.627499997034
13.0,10.0,2011-03-25,24693.717499997118
13.0,10.0,2011-04-01,26970.917499997187
13.0,10.0,2011-04-08,25237.507499997388
13.0,10.0,2011-04-15,23903.267499997397
13.0,10.0,2011-04-22,29733.317499997444
13.0,10.0,2011-04-29,24942.317499997094
13.0,11.0,2011-03-04,21991.382499988173
13.0,11.0,2011-03-11,18305.83249998929
13.0,11.0,2011-03-18,20114.992499988042
13.0,11.0,2011-03-25,19204.642499988415
13.0,11.0,2011-04-01,20265.192499988694
13.0,11.0,2011-04-08,17512.872499989327
13.0,11.0,2011-04-15,16438.052499989495
13.0,11.0,2011-04-22,19014.54249998972
13.0,11.0,2011-04-29,15885.102499988378
13.0,12.0,2011-03-04,7677.00999999944
13.0,12.0,2011-03-11,7464.2999999998265
13.0,12.0,2011-03-18,7272.3599999993
13.0,12.0,2011-03-25,7684.419999999473
13.0,12.0,2011-04-01,6983.369999999542
13.0,12.0,2011-04-08,7042.419999999822
13.0,12.0,2011-04-15,7124.699999999733
13.0,12.0,2011-04-22,7544.649999999803
13.0,12.0,2011-04-29,7737.479999999412
13.0,13.0,2011-03-04,52965.74249999912
13.0,13.0,2011-03-11,46216.00249999983
13.0,13.0,2011-03-18,43279.49249999912
13.0,13.0,2011-03-25,43887.662499999045
13.0,13.0,2011-04-01,45370.6824999993
13.0,13.0,2011-04-08,44816.402499999735
13.0,13.0,2011-04-15,46512.752499999595
13.0,13.0,2011-04-22,46555.17249999975
13.0,13.0,2011-04-29,46810.33249999897
13.0,14.0,2011-03-04,23846.31499997434
13.0,14.0,2011-03-11,25964.754999976612
13.0,14.0,2011-03-18,22168.09499997367
13.0,14.0,2011-03-25,20093.044999974787
13.0,14.0,2011-04-01,21186.984999974266
13.0,14.0,2011-04-08,19846.60499997624
13.0,14.0,2011-04-15,18419.38499997557
13.0,14.0,2011-04-22,17688.2049999768
13.0,14.0,2011-04-29,20764.21499997378
13.0,16.0,2011-03-04,8718.09250000484
13.0,16.0,2011-03-11,11646.412500004846
13.0,16.0,2011-03-18,15450.202500004825
13.0,16.0,2011-03-25,18542.992500004802
13.0,16.0,2011-04-01,19150.652500004835
13.0,16.0,2011-04-08,17913.30250000486
13.0,16.0,2011-04-15,37655.72250000484
13.0,16.0,2011-04-22,62797.422500004854
13.0,16.0,2011-04-29,48734.04250000479
13.0,17.0,2011-03-04,17724.40499998801
13.0,17.0,2011-03-11,17422.444999991774
13.0,17.0,2011-03-18,17203.324999987937
13.0,17.0,2011-03-25,15918.734999989018
13.0,17.0,2011-04-01,14379.034999988831
13.0,17.0,2011-04-08,14435.064999991886
13.0,17.0,2011-04-15,11127.554999991178
13.0,17.0,2011-04-22,11776.30499999211
13.0,17.0,2011-04-29,11575.97499998831
13.0,18.0,2011-03-04,475.13000001129694
13.0,18.0,2011-03-11,2320.940000011353
13.0,18.0,2011-03-18,3501.040000011446
13.0,18.0,2011-03-25,8419.820000011474
13.0,18.0,2011-04-01,35089.20000001136
13.0,18.0,2011-04-08,23613.260000011418
13.0,18.0,2011-04-15,652.4900000113994
13.0,18.0,2011-04-22,-320.7499999885913
13.0,18.0,2011-04-29,-542.0099999886006
13.0,19.0,2011-03-04,4478.994999999315
13.0,19.0,2011-03-11,4224.414999999124
13.0,19.0,2011-03-18,3890.694999999385
13.0,19.0,2011-03-25,4054.5949999992918
13.0,19.0,2011-04-01,4022.8749999993197
13.0,19.0,2011-04-08,3462.5949999991753
13.0,19.0,2011-04-15,3549.5949999991753
13.0,19.0,2011-04-22,3437.204999999045
13.0,19.0,2011-04-29,3691.9249999993663
13.0,20.0,2011-03-04,9165.747499994322
13.0,20.0,2011-03-11,8726.567499995552
13.0,20.0,2011-03-18,8666.65749999354
13.0,20.0,2011-03-25,7092.0874999941725
13.0,20.0,2011-04-01,7278.6574999944705
13.0,20.0,2011-04-08,6938.257499995961
13.0,20.0,2011-04-15,5853.557499995774
13.0,20.0,2011-04-22,7000.517499995737
13.0,20.0,2011-04-29,6397.2674999938745
13.0,21.0,2011-03-04,9325.382499993422
13.0,21.0,2011-03-11,8654.00249999365
13.0,21.0,2011-03-18,8717.092499993443
13.0,21.0,2011-03-25,11524.932499993469
13.0,21.0,2011-04-01,12157.472499993506
13.0,21.0,2011-04-08,10175.912499993683
13.0,21.0,2011-04-15,8526.29249999363
13.0,21.0,2011-04-22,8267.052499993697
13.0,21.0,2011-04-29,8841.742499993466
13.0,22.0,2011-03-04,18121.962499988425
13.0,22.0,2011-03-11,17874.0124999901
13.0,22.0,2011-03-18,16436.592499988314
13.0,22.0,2011-03-25,14886.202499988649
13.0,22.0,2011-04-01,12582.09249998878
13.0,22.0,2011-04-08,12546.36249998973
13.0,22.0,2011-04-15,11726.922499989785
13.0,22.0,2011-04-22,11235.722499990065
13.0,22.0,2011-04-29,12605.242499988686
13.0,23.0,2011-03-04,25284.122499990244
13.0,23.0,2011-03-11,24725.942499990775
13.0,23.0,2011-03-18,26961.79249999017
13.0,23.0,2011-03-25,26960.51249999014
13.0,23.0,2011-04-01,28046.66249999028
13.0,23.0,2011-04-08,25654.552499990645
13.0,23.0,2011-04-15,22837.082499990673
13.0,23.0,2011-04-22,28818.39249999073
13.0,23.0,2011-04-29,24316.752499990132
13.0,24.0,2011-03-04,10190.659999992316
13.0,24.0,2011-03-11,7874.069999993397
13.0,24.0,2011-03-18,8229.439999992112
13.0,24.0,2011-03-25,8120.519999992186
13.0,24.0,2011-04-01,12582.459999992596
13.0,24.0,2011-04-08,8058.899999993471
13.0,24.0,2011-04-15,6640.109999993434
13.0,24.0,2011-04-22,7529.409999993713
13.0,24.0,2011-04-29,5559.049999992447
13.0,25.0,2011-03-04,13910.65749999754
13.0,25.0,2011-03-11,14248.117499997968
13.0,25.0,2011-03-18,15145.39749999753
13.0,25.0,2011-03-25,15093.15749999754
13.0,25.0,2011-04-01,17230.157499997775
13.0,25.0,2011-04-08,15086.657499998006
13.0,25.0,2011-04-15,13769.007499998099
13.0,25.0,2011-04-22,18044.837499998175
13.0,25.0,2011-04-29,14987.65749999754
13.0,26.0,2011-03-04,13483.354999994408
13.0,26.0,2011-03-11,11224.564999996233
13.0,26.0,2011-03-18,11280.374999993961
13.0,26.0,2011-03-25,11362.834999994855
13.0,26.0,2011-04-01,13329.594999995563
13.0,26.0,2011-04-08,10772.124999996755
13.0,26.0,2011-04-15,10776.114999996047
13.0,26.0,2011-04-22,12886.844999996494
13.0,26.0,2011-04-29,8974.044999994818
13.0,27.0,2011-03-04,2067.677499998091
13.0,27.0,2011-03-11,1703.6774999984405
13.0,27.0,2011-03-18,1964.4274999979748
13.0,27.0,2011-03-25,1554.667499998082
13.0,27.0,2011-04-01,2144.677499998091
13.0,27.0,2011-04-08,1970.9274999984405
13.0,27.0,2011-04-15,1439.6774999984405
13.0,27.0,2011-04-22,1546.9274999984405
13.0,27.0,2011-04-29,1523.1774999980912
13.0,28.0,2011-03-04,1965.0524999992838
13.0,28.0,2011-03-11,2061.5924999993795
13.0,28.0,2011-03-18,1925.312499999264
13.0,28.0,2011-03-25,1705.1824999992884
13.0,28.0,2011-04-01,1695.9424999993269
13.0,28.0,2011-04-08,1327.3124999993804
13.0,28.0,2011-04-15,1587.3824999993874
13.0,28.0,2011-04-22,1534.082499999399
13.0,28.0,2011-04-29,1511.9224999992791
13.0,29.0,2011-03-04,5284.6749999951435
13.0,29.0,2011-03-11,4349.394999995581
13.0,29.0,2011-03-18,4177.944999994929
13.0,29.0,2011-03-25,4214.07499999505
13.0,29.0,2011-04-01,4642.134999995339
13.0,29.0,2011-04-08,4661.6549999955905
13.0,29.0,2011-04-15,3952.324999995516
13.0,29.0,2011-04-22,4543.074999995749
13.0,29.0,2011-04-29,4187.444999995162
13.0,30.0,2011-03-04,4378.322499999798
13.0,30.0,2011-03-11,3370.322500000148
13.0,30.0,2011-03-18,3879.2024999998034
13.0,30.0,2011-03-25,3567.2624999998593
13.0,30.0,2011-04-01,4379.332499999924
13.0,30.0,2011-04-08,4170.552500000245
13.0,30.0,2011-04-15,4554.822500000148
13.0,30.0,2011-04-22,4928.322500000264
13.0,30.0,2011-04-29,4208.04249999977
13.0,31.0,2011-03-04,3405.732500000221
13.0,31.0,2011-03-11,2966.592499999858
13.0,31.0,2011-03-18,3115.432500000291
13.0,31.0,2011-03-25,2532.3525000002164
13.0,31.0,2011-04-01,2728.772500000142
13.0,31.0,2011-04-08,3015.852499999867
13.0,31.0,2011-04-15,2602.1724999999324
13.0,31.0,2011-04-22,3276.3024999998206
13.0,31.0,2011-04-29,3369.5325000002676
13.0,32.0,2011-03-04,8024.647499993575
13.0,32.0,2011-03-11,6483.817499994199
13.0,32.0,2011-03-18,7144.757499993445
13.0,32.0,2011-03-25,7960.567499993501
13.0,32.0,2011-04-01,8296.747499993668
13.0,32.0,2011-04-08,8479.05749999419
13.0,32.0,2011-04-15,6622.777499994162
13.0,32.0,2011-04-22,7738.987499994358
13.0,32.0,2011-04-29,7185.847499993529
13.0,33.0,2011-03-04,9012.507499997668
13.0,33.0,2011-03-11,8600.417499998515
13.0,33.0,2011-03-18,9610.347499997519
13.0,33.0,2011-03-25,8849.567499997956
13.0,33.0,2011-04-01,11958.107499997994
13.0,33.0,2011-04-08,8750.957499998553
13.0,33.0,2011-04-15,7818.9574999985525
13.0,33.0,2011-04-22,9315.657499998739
13.0,33.0,2011-04-29,7835.957499997854
13.0,34.0,2011-03-04,20838.587499983314
13.0,34.0,2011-03-11,17820.507499986034
13.0,34.0,2011-03-18,20751.087499983314
13.0,34.0,2011-03-25,17454.587499984245
13.0,34.0,2011-04-01,15487.087499984245
13.0,34.0,2011-04-08,17044.587499985177
13.0,34.0,2011-04-15,15971.587499985177
13.0,34.0,2011-04-22,19915.587499986108
13.0,34.0,2011-04-29,13918.587499983314
13.0,35.0,2011-03-04,3811.265000001993
13.0,35.0,2011-03-11,3725.265000001644
13.0,35.0,2011-03-18,4249.265000002109
13.0,35.0,2011-03-25,4771.235000001965
13.0,35.0,2011-04-01,4420.265000001877
13.0,35.0,2011-04-08,4731.265000001644
13.0,35.0,2011-04-15,4783.26500000176
13.0,35.0,2011-04-22,5143.265000001644
13.0,35.0,2011-04-29,4672.265000001993
13.0,36.0,2011-03-04,2026.4999999990719
13.0,36.0,2011-03-11,1863.9999999987226
13.0,36.0,2011-03-18,1703.4999999990719
13.0,36.0,2011-03-25,1926.9999999989554
13.0,36.0,2011-04-01,3106.9999999989554
13.0,36.0,2011-04-08,2290.9999999987226
13.0,36.0,2011-04-15,2352.509999998732
13.0,36.0,2011-04-22,2014.9999999986062
13.0,36.0,2011-04-29,2111.9999999989554
13.0,37.0,2011-03-04,3311.69749999779
13.0,37.0,2011-03-11,3216.6374999982
13.0,37.0,2011-03-18,3140.4274999977715
13.0,37.0,2011-03-25,3161.117499997832
13.0,37.0,2011-04-01,3756.7774999978647
13.0,37.0,2011-04-08,3614.547499998116
13.0,37.0,2011-04-15,2674.767499998088
13.0,37.0,2011-04-22,3411.607499998172
